title,long_title,bullet1,bullet2,bullet3,bullet4,bullet5,visible,color,asin,categories_list,model_number,photo_url,units,price,cost_cents,length,width,height,weight,long_description,upc
Mesh Top Drying Rack,"Honey-Can-Do DRY-01105 Mesh Top Drying Rack, 3-Tier",3-tier drying rack for saving on electricity and helping clothes last longer,Durable steel construction with rust-resistant silver-coated finish,Removable mesh top shelf for sweaters or other flat-drying items,"Over 48 feet of drying space; folds flat for quick, easy storage",Measures 24 by 21 by 60-inches in open position; limited lifetime warranty,TRUE,,B001F51A6C,"Laundry, Drying",DRY-01105,https://s3.amazonaws.com/store_engine/small/DRY-01105_450px.jpg,1,9198,3634,31,24,2.75,4,"Honey-Can-Do DRY-01105 Mesh Top Drying Rack, 3-Tier. 3-tier drying rack for saving on electricity and helping clothes last longer. Durable steel construction with rust-resistant silver-coated finish. Removable mesh top shelf for sweaters or other flat-drying items. Over 48 feet of drying space; folds flat for quick, easy storage. Measures 24 by 21 by 60-inches in open position; limited lifetime warranty",811434011056
"Commercial Accordion Drying Rack, Chrome","Honey-Can-Do DRY-01107 Commercial Accordion Drying Rack, Chrome, 4.38H x21.5W",Slim drying rack for air-drying clothes and saving electricity consumption,Constructed from durable steel rods with a gleaming chrome finish,Accordion design drops open easily; angled leg caps for maximum stability,"Clothing can be draped, laid flat across the top, or hooked on the end supports",Total of 18 linear feet of drying space; limited lifetime warranty,TRUE,Chrome,B001F51A6M,"Laundry, Drying",DRY-01107,https://s3.amazonaws.com/store_engine/small/DRY-01107_450px.jpg,1,12398,4904,22,21.5,4.38,3.12,"Honey-Can-Do DRY-01107 Commercial Accordion Drying Rack, Chrome, 4.38H x21.5W. Slim drying rack for air-drying clothes and saving electricity consumption. Constructed from durable steel rods with a gleaming chrome finish. Accordion design drops open easily; angled leg caps for maximum stability. Clothing can be draped, laid flat across the top, or hooked on the end supports. Total of 18 linear feet of drying space; limited lifetime warranty",811434011070
"Expandable Drying Rack w/Mesh Shelf, White","Honey-Can-Do DRY-01109 Expandable Drying Rack w/Mesh Shelf, White, 24H x22W",Collapsible drying rack for air-drying clothes and saving electricity consumption,Constructed from chrome-plated steel rods with a durable white finish,Accordion design folds open and expands for increased drying space,Mesh shelf is removable and perfect for drying delicate sweaters and lingerie,Measures 22 by 27-inches; stands 41-inches high; limited lifetime warranty,TRUE,White,B001F51A6W,"Laundry, Drying",DRY-01109,https://s3.amazonaws.com/store_engine/small/DRY-01109_450px.jpg,1,9598,3802,3,22,24,2.86,"Honey-Can-Do DRY-01109 Expandable Drying Rack w/Mesh Shelf, White, 24H x22W. Collapsible drying rack for air-drying clothes and saving electricity consumption. Constructed from chrome-plated steel rods with a durable white finish. Accordion design folds open and expands for increased drying space. Mesh shelf is removable and perfect for drying delicate sweaters and lingerie. Measures 22 by 27-inches; stands 41-inches high; limited lifetime warranty",811434011094
Stackable Sweater Drying Rack,"Honey-Can-Do DRY-01110 Stackable Sweater Drying Rack, 18.25H x5.25W","28-inches wide, 28-inches deep, and 5.75-inches tall",Stackable design allows you to dry many sweaters at once,Air drying allows the sweater to keep its shape,Durable plastic tubes snap into place with plastic corner fittings,White plastic parts won’t rust,TRUE,,B004DGHSHA,"Laundry, Drying",DRY-01110,https://s3.amazonaws.com/store_engine/small/DRY-01110_450px.jpg,1,2598,1000,2.5,5.25,18.25,1.03,"Honey-Can-Do DRY-01110 Stackable Sweater Drying Rack, 18.25H x5.25W. 28-inches wide, 28-inches deep, and 5.75-inches tall. Stackable design allows you to dry many sweaters at once. Air drying allows the sweater to keep its shape. Durable plastic tubes snap into place with plastic corner fittings. White plastic parts won’t rust",811434011100
Wood Accordion Drying Rack,"Honey-Can-Do DRY-01111 Wood Accordion Drying Rack, 3.6H x20W",Collapsible drying rack for air-drying clothes and saving electricity consumption,Constructed from wooden dowels and cross pieces with vinyl-coated bars,Accordion design drops and locks into place; folds flat to 3-inch width for storage,Design allow for clothes and household items to dry draped or laid flat,Measures 29-1/2 by 14-1/2-inches; 42-inches high; limited lifetime warranty,TRUE,,B001F51A76,"Laundry, Drying",DRY-01111,https://s3.amazonaws.com/store_engine/small/DRY-01111_450px.jpg,1,6198,2414,29,20,3.6,1.86,"Honey-Can-Do DRY-01111 Wood Accordion Drying Rack, 3.6H x20W. Collapsible drying rack for air-drying clothes and saving electricity consumption. Constructed from wooden dowels and cross pieces with vinyl-coated bars. Accordion design drops and locks into place; folds flat to 3-inch width for storage. Design allow for clothes and household items to dry draped or laid flat. Measures 29-1/2 by 14-1/2-inches; 42-inches high; limited lifetime warranty",811434011117
Retractable Clothesline,"Honey-Can-Do DRY-01113 Retractable Clothesline, 40-Foot Clothesline",Sturdy and rust resistant,Steel mounting bracket,Quickly reels up when not in use,Indoor/outdoor use,Dirt resistant vinyl line,TRUE,,B0030BEPZM,"Laundry, Drying",DRY-01113,https://s3.amazonaws.com/store_engine/small/DRY-01113_450px.jpg,1,3998,1592,2.1,6.25,8,2.46,"Honey-Can-Do DRY-01113 Retractable Clothesline, 40-Foot Clothesline. Sturdy and rust resistant. Steel mounting bracket. Quickly reels up when not in use. Indoor/outdoor use. Dirt resistant vinyl line",811434011131
Dryer Balls,"Honey-Can-Do DRY-01116 Dryer Balls, 2-Pack",Easy to use / drop it right in the dryer,Chemical & allergy free / for the sensitive side in you,Energy efficiency / saves energy and money,Cuts drying time / for the person on the go,Increases drying time by lifting and separating fabrics,TRUE,,B002LGWKKO,"Laundry, Drying",DRY-01116,https://s3.amazonaws.com/store_engine/small/DRY-01116_450px.jpg,2,1998,800,3,3.5,9,2.15,"Honey-Can-Do DRY-01116 Dryer Balls, 2-Pack. Easy to use / drop it right in the dryer. Chemical & allergy free / for the sensitive side in you. Energy efficiency / saves energy and money. Cuts drying time / for the person on the go. Increases drying time by lifting and separating fabrics",811434011162
Wood Knockdown Drying Rack,"Honey-Can-Do DRY-01168 Wood Knockdown Drying Rack, 24 Linear Ft Drying space",Clothes drying rack - made of wood - sturdy and efficient,"Coated drying bars, prevents clothes from slipping","No tool assembly, unique locking system",Size: 29-inch wide(74cm) by 14-inch deep(36cm) by 42-inch tall(108cm),"24-feet of drying space, sturdy wood construction",TRUE,,B005FW1TCQ,"Laundry, Drying",DRY-01168,https://s3.amazonaws.com/store_engine/small/DRY-01168_450px.jpg,1,4598,1800,2,5.65,29.75,1.41,"Honey-Can-Do DRY-01168 Wood Knockdown Drying Rack, 24 Linear Ft Drying space. Clothes drying rack - made of wood - sturdy and efficient. Coated drying bars, prevents clothes from slipping. No tool assembly, unique locking system. Size: 29-inch wide(74cm) by 14-inch deep(36cm) by 42-inch tall(108cm). 24-feet of drying space, sturdy wood construction",811434011681
Large Wood Knockdown Drying Rack,"Honey-Can-Do DRY-01174 Large Wood Knockdown Drying Rack, 29 Linear Ft Drying space",Clothes drying rack - made of wood - sturdy and efficient,"Coated drying bars, prevents clothes from slipping","No tool assembly, unique locking system",Size: 35-1/2-inch wide by 52-inch tall by 14-inch deep,"29-feet of drying space, sturdy wood construction",TRUE,,B005FW1TKS,"Laundry, Drying",DRY-01174,https://s3.amazonaws.com/store_engine/small/DRY-01174_450px.jpg,1,6598,2632,3.25,5.5,36,2.27,"Honey-Can-Do DRY-01174 Large Wood Knockdown Drying Rack, 29 Linear Ft Drying space. Clothes drying rack - made of wood - sturdy and efficient. Coated drying bars, prevents clothes from slipping. No tool assembly, unique locking system. Size: 35-1/2-inch wide by 52-inch tall by 14-inch deep. 29-feet of drying space, sturdy wood construction",811434011742
"X-Frame Metal Folding Drying Rack, White","Honey-Can-Do DRY-01227 X-Frame Metal Folding Drying Rack, White, 30 Linear Ft Drying space","Rubber feet are anti-skid and anti-scuff, keeping the rack in position and preventing damage to floors","Naturally dry your clothes without using a power supply, save on energy costs",30 total linear feet of drying space in a small area,Use top rack to hang clothes freely or with hangers,Metal X Frame rack is foldable and will save space when not in use,TRUE,White,B006XL1CL6,"Laundry, Drying",DRY-01227,https://s3.amazonaws.com/store_engine/small/DRY-01227_450px.jpg,1,4798,1902,21,15,32.25,1.35,"Honey-Can-Do DRY-01227 X-Frame Metal Folding Drying Rack, White, 30 Linear Ft Drying space. Rubber feet are anti-skid and anti-scuff, keeping the rack in position and preventing damage to floors. Naturally dry your clothes without using a power supply, save on energy costs. 30 total linear feet of drying space in a small area. Use top rack to hang clothes freely or with hangers. Metal X Frame rack is foldable and will save space when not in use",811434012275
Commercial Chrome Accordion Drying Rack,"Honey-Can-Do DRY-01234 Commercial Chrome Accordion Drying Rack, 24-ft Drying space",Commercial-grade rack for air-drying clothes and saving electricity consumption,"Constructed from steel with a gleaming, rust-resistant, chrome finish",Accordion design drops and locks into place; folds flat to 3-inch width for storage,Design allow for clothes and household items to dry draped or laid flat,"Measures 41.5""H x 29.5""W x 15""D; limited lifetime warranty",TRUE,,B001F51A7G,"Laundry, Drying",DRY-01234,https://s3.amazonaws.com/store_engine/small/DRY-01234_450px.jpg,1,14398,5758,15,29.5,41.5,3.96,"Honey-Can-Do DRY-01234 Commercial Chrome Accordion Drying Rack, 24-ft Drying space. Commercial-grade rack for air-drying clothes and saving electricity consumption. Constructed from steel with a gleaming, rust-resistant, chrome finish. Accordion design drops and locks into place; folds flat to 3-inch width for storage. Design allow for clothes and household items to dry draped or laid flat. Measures 41.5""H x 29.5""W x 15""D; limited lifetime warranty",811434012343
Deluxe Metal Drying Rack,"Honey-Can-Do DRY-01306 Deluxe Metal Drying Rack, 28.38H x6W",Collapsible drying rack for air-drying clothes and saving electricity consumption,"Constructed from steel with a rust-resistant, crisp white finish",Accordion design drops and locks into place; folds flat to 3-inch width for storage,Design allow for clothes and household items to dry draped or laid flat,Measures 30 by 15-inches; stands 42-inches high; limited lifetime warranty,TRUE,,B001F51A7Q,"Laundry, Drying",DRY-01306,https://s3.amazonaws.com/store_engine/small/DRY-01306_450px.jpg,1,6798,2654,3.25,6,28.38,2.68,"Honey-Can-Do DRY-01306 Deluxe Metal Drying Rack, 28.38H x6W. Collapsible drying rack for air-drying clothes and saving electricity consumption. Constructed from steel with a rust-resistant, crisp white finish. Accordion design drops and locks into place; folds flat to 3-inch width for storage. Design allow for clothes and household items to dry draped or laid flat. Measures 30 by 15-inches; stands 42-inches high; limited lifetime warranty",811434013067
Clothespin Bag,Honey-Can-Do DRY-01313 Clothespin Bag,Line-drying becomes less of a chore with this easy access clothespin bag,It features a metal hanging hook that keeps clothespins close at hand - right on the line,"Made from 100% cotton, this bag has reinforced seams and plastic insert in the rim for durability under heavy use","Measuring 11"" high x 10"" wide, it's large enough to hold 150-200 clothespins",The perfect tool for hanging multiple loads of laundry,TRUE,,B003XHBAMY,"Laundry, Drying",DRY-01313,https://s3.amazonaws.com/store_engine/small/DRY-01313_450px.jpg,1,1598,600,1.12,2.4,2.75,1.69,"Honey-Can-Do DRY-01313 Clothespin Bag. Line-drying becomes less of a chore with this easy access clothespin bag. It features a metal hanging hook that keeps clothespins close at hand - right on the line. Made from 100% cotton, this bag has reinforced seams and plastic insert in the rim for durability under heavy use. Measuring 11"" high x 10"" wide, it's large enough to hold 150-200 clothespins. The perfect tool for hanging multiple loads of laundry",811434013135
Wood Clothespins with Spring,"Honey-Can-Do DRY-01374 Wood Clothespins with Spring, 24-Pack, 1x3.5",Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more,This clothespin will hold up to 10lbs per clip,"Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days",Pack qty: 24,Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches,TRUE,,B002CH8704,"Laundry, Drying",DRY-01374,https://s3.amazonaws.com/store_engine/small/DRY-01374_450px.jpg,24,998,150,6.125,3.5,1,1.7,"Honey-Can-Do DRY-01374 Wood Clothespins with Spring, 24-Pack, 1x3.5. Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more. This clothespin will hold up to 10lbs per clip. Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days. Pack qty: 24. Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches",811434013746
Wood Clothespins with Spring,"Honey-Can-Do DRY-01375 Wood Clothespins with Spring, 50-Pack, 4.75x5",Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more,This clothespin will hold up to 10lbs per clip,"Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days",Pack qty: 50,Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches,TRUE,,B002BWUJ1U,"Laundry, Drying",DRY-01375,https://s3.amazonaws.com/store_engine/small/DRY-01375_450px.jpg,50,998,268,3.25,5,4.75,1.71,"Honey-Can-Do DRY-01375 Wood Clothespins with Spring, 50-Pack, 4.75x5. Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more. This clothespin will hold up to 10lbs per clip. Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days. Pack qty: 50. Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches",811434013753
Wood Clothespins with Spring,"Honey-Can-Do DRY-01376 Wood Clothespins with Spring, 100-Pack, 11.25x6.5",Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more,This clothespin will hold up to 10lbs per clip,"Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days",Pack qty: 100,Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches,TRUE,,B002CGV57M,"Laundry, Drying",DRY-01376,https://s3.amazonaws.com/store_engine/small/DRY-01376_450px.jpg,100,1398,522,2.5,6.5,11.25,1.74,"Honey-Can-Do DRY-01376 Wood Clothespins with Spring, 100-Pack, 11.25x6.5. Love drying your clothes naturally but can't stand finding heavy towels on the ground? search no more. This clothespin will hold up to 10lbs per clip. Rust and moisture resistant, the birch hardwood construction and heavy-duty spring will last through your most challenging laundry days. Pack qty: 100. Dimensions same as regular clothespins: 0.5h x 0.4w x 3.3l-inches",811434013760
Traditional Wood Clothespins,"Honey-Can-Do DRY-01377 Traditional Wood Clothespins, 24-Pack, 8.25x6.5","The original-style clothespin, this simple design has lasted through the ages for a reason","Durable enough to hold heavy towels and jeans, these clothespins stay securely in place on the line and won't fall apart or pinch the fingers of little helpers","Perfect for those with difficulty gripping or squeezing spring loaded clothespins, they are a breeze to use","Naturally rust and moisture-resistant, the birch hardwood construction will last through your most challenging laundry days",Pack qty: 24,TRUE,,B002CD6CHI,"Laundry, Drying",DRY-01377,https://s3.amazonaws.com/store_engine/small/DRY-01377_450px.jpg,24,998,336,1,6.5,8.25,2.54,"Honey-Can-Do DRY-01377 Traditional Wood Clothespins, 24-Pack, 8.25x6.5. The original-style clothespin, this simple design has lasted through the ages for a reason. Durable enough to hold heavy towels and jeans, these clothespins stay securely in place on the line and won't fall apart or pinch the fingers of little helpers. Perfect for those with difficulty gripping or squeezing spring loaded clothespins, they are a breeze to use. Naturally rust and moisture-resistant, the birch hardwood construction will last through your most challenging laundry days. Pack qty: 24",811434013777
